gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
149	30963761	835852b2-f762-11e1-a439-00145eb45e9a	3FD4B025-2E47-491C-AB3F-0168C3D59819	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alicante; La Alcoraya	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.33	-0.65	7071	NA	200	0	NA	NA	1993-11-14T00:00:00	14	11	1993	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	11949-1				CC_BY_4_0		L.Rull, S.Cañizares & J.C.Cristóbal			2023-09-07T07:12:14.890Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
150	30963748	835852b2-f762-11e1-a439-00145eb45e9a	075FE5EC-23D9-496F-9E9B-6EBA472A8278	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	El Campello	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.42	-0.42	7071	NA	NA	NA	NA	NA	1992-07-17T00:00:00	17	7	1992	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	11760-1				CC_BY_4_0		A.Codina			2023-09-07T07:12:14.831Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
151	30963725	835852b2-f762-11e1-a439-00145eb45e9a	ADA9AD58-AADF-4AA3-A0AD-6B58772B6328	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Crevillente; barranco de los Orones	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.27	-0.78	707	NA	200	0	NA	NA	1994-10-14T00:00:00	14	10	1994	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	11546-1				CC_BY_4_0		M.Vicedo & A.de la Torre			2023-09-07T07:12:15.063Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
152	30963643	835852b2-f762-11e1-a439-00145eb45e9a	51FACBB8-6003-4DCC-97F3-5C2AFBEAB82F	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Xàbia; cap de Sant Antoni	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.81	0.17	707	NA	30	0	NA	NA	1994-03-15T00:00:00	15	3	1994	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	10362-1				CC_BY_4_0		A.Barber			2023-09-07T07:12:14.838Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
153	30873452	8353c5bc-f762-11e1-a439-00145eb45e9a	7D4C58E5-31AC-49B9-8BBB-06DF53EA2B29	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Rute, Sierra alta	Córdoba	PRESENT	1	857b3f90-230f-474d-9559-6f740efadbba	37.35	-4.33	707	NA	1180	0	NA	NA	2001-07-24T00:00:00	24	7	2001	7230657	2684451	PRESERVED_SPECIMEN	COA	COA	32636-1		M.J. Sánchez		CC_BY_4_0		M.J. Sánchez			2023-09-07T07:11:55.271Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
154	30873400	8353c5bc-f762-11e1-a439-00145eb45e9a	F593447E-39FD-4E73-8D25-8E93BD68866D	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Cerrada de Utrera	Sevilla	PRESENT	1	857b3f90-230f-474d-9559-6f740efadbba	37.18	-5.79	707	NA	NA	NA	NA	NA	1994-05-22T00:00:00	22	5	1994	7230657	2684451	PRESERVED_SPECIMEN	COA	COA	31840-1		A. Pujadas		CC_BY_4_0		A. Lora			2023-09-07T07:11:55.297Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
155	30873371	8353c5bc-f762-11e1-a439-00145eb45e9a	AE41447D-1A59-46FD-956D-01B3FBDA6A6F	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Vinaroz, terraza sobre el barranco de Aigua Oliva, junto al Puig de la Nau	Castellón	PRESENT	2	857b3f90-230f-474d-9559-6f740efadbba	40.48	0.42	707	NA	50	0	NA	NA	2000-12-29T00:00:00	29	12	2000	7230657	2684451	PRESERVED_SPECIMEN	COA	COA	30566-1		V.J. Arán		CC_BY_4_0		V.J. Arán y M.J. Tohá			2023-09-07T07:11:55.606Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
156	30873273	8353c5bc-f762-11e1-a439-00145eb45e9a	D0C8360D-6311-4451-0A19-92D3B3A67732	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alhaurín de la Torre, pista de acceso a Cortijo La Mezquita desde A-366, junto al Arroyo de Fuente la Higuera	Málaga	PRESENT	1	857b3f90-230f-474d-9559-6f740efadbba	36.65	-4.61	707	NA	NA	NA	NA	NA	1998-06-16T00:00:00	16	6	1998	7230657	2684451	PRESERVED_SPECIMEN	COA	COA	26422-1		M.R. Rubio		CC_BY_4_0		R.R. Platero, J.R. Pellicer y M.R. Rubio			2023-09-07T07:11:55.582Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
157	30873272	8353c5bc-f762-11e1-a439-00145eb45e9a	72F65F04-71AD-4671-BD37-01338153BF53	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alhaurín de la Torre, camino de Tiro de Pichón Jarapalos, entre línea eléctrica 220 KV y Arroyo de la Solana	Málaga	PRESENT	1	857b3f90-230f-474d-9559-6f740efadbba	36.63	-4.6	707	NA	NA	NA	NA	NA	1998-04-27T00:00:00	27	4	1998	7230657	2684451	PRESERVED_SPECIMEN	COA	COA	26421-1		M.R. Rubio		CC_BY_4_0		J.M. Ruíz y M.R. Rubio			2023-09-07T07:11:55.355Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
159	30873142	8353c5bc-f762-11e1-a439-00145eb45e9a	46C2C5F8-24A7-4CA7-A656-EA98F69BBCD4	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Ardales. Sierra de la Pizarra. Arroyo Granado	Málaga	PRESENT	1	857b3f90-230f-474d-9559-6f740efadbba	36.91	-4.79	707	NA	NA	NA	NA	NA	1997-07-08T00:00:00	8	7	1997	7230657	2684451	PRESERVED_SPECIMEN	COA	COA	23187-1		L. Plaza		CC_BY_4_0		L. Plaza, A. Lora y J.C. Moreno			2023-09-07T07:11:55.149Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
160	30873141	8353c5bc-f762-11e1-a439-00145eb45e9a	62205139-32C5-4FB2-B477-9FD238C982F4	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Antequera. Sierra Llana	Málaga	PRESENT	1	857b3f90-230f-474d-9559-6f740efadbba	36.94	-4.78	707	NA	NA	NA	NA	NA	1996-11-27T00:00:00	27	11	1996	7230657	2684451	PRESERVED_SPECIMEN	COA	COA	23186-1		L. Plaza		CC_BY_4_0		L. Plaza y A. Lora			2023-09-07T07:11:55.107Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
161	30637530	834dcb62-f762-11e1-a439-00145eb45e9a	EE65BAA2-3B01-45DF-8DF5-246139E243C0	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Soba. La Gándara	Cantabria	PRESENT	NA	e8fb330c-5750-4698-afba-5438618af521	43.1888791	-3.5612588	707	NA	450	0	NA	NA	1987-05-31T00:00:00	31	5	1987	7230657	2684451	PRESERVED_SPECIMEN	Universidad del Pais Vasco (UPV/EHU)	BIO	9944-1		M. Herrera		CC_BY_NC_4_0		M. Herrera			2023-09-07T07:10:49.763Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
162	30636740	834dcb62-f762-11e1-a439-00145eb45e9a	E9F95D04-0CA4-4C68-99A7-0EAE877ACAAA	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Frías, Mte. Santa Lucía	Burgos	PRESENT	NA	e8fb330c-5750-4698-afba-5438618af521	42.7588722	-3.2912448	707	NA	600	0	NA	NA	1983-05-29T00:00:00	29	5	1983	7230657	2684451	PRESERVED_SPECIMEN	Universidad del Pais Vasco (UPV/EHU)	BIO	18521-1		I. García-Mijangos		CC_BY_NC_4_0		I. García-Mijangos			2023-09-07T07:10:49.618Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
163	3033733922	834f1756-f762-11e1-a439-00145eb45e9a	BCN 119670	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Pista Begues a Palaunovella, prop Begues	Barcelona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	41.3	1.88	3191	NA	NA	NA	NA	NA		NA	NA	NA	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	119670				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Sànchez Cuxart, Antoni & Soriano Tomàs, Ignasi			2023-09-07T09:11:58.223Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
164	3033731201	834f1756-f762-11e1-a439-00145eb45e9a	BCN 125502	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	les Garrigues: els Torms, Vall Cansada	Lleida	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	41.41	0.7	1200	NA	NA	NA	NA	NA	2015-05-07T00:00:00	7	5	2015	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	125502				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Garnatje Roca, M. Teresa; Gras, Airy & Vallès Xirau, Joan			2023-09-07T09:11:57.733Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
165	3033721022	834f1756-f762-11e1-a439-00145eb45e9a	BCN 100518	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Navès	Lleida	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	42.04	1.61	7071	NA	700	0	NA	NA	2012-10-20T00:00:00	20	10	2012	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	100518				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Guàrdia Rúbies, Roser			2023-09-07T09:11:57.598Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
166	3033718495	834f1756-f762-11e1-a439-00145eb45e9a	BCN 88734	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Ports. Arnes. Riu de les Valls (la Ballestera).	Tarragona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	40.86	0.26	707	NA	560	0	NA	NA	1991-05-11T00:00:00	11	5	1991	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	88734				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Álvarez de la Campa, Josep Manuel			2023-09-07T09:11:56.476Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
167	3033717518	834f1756-f762-11e1-a439-00145eb45e9a	BCN 88731	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Ports. Serrassoles.	Tarragona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	40.76	0.27	608	NA	750	0	NA	NA	1990-08-08T00:00:00	8	8	1990	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	88731				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Álvarez de la Campa, Josep Manuel			2023-09-07T09:11:56.529Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
168	3033695074	834f1756-f762-11e1-a439-00145eb45e9a	BCN 36070	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Cap de Creus, cap al Far	Girona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	42.31	3.31	2116	NA	NA	NA	NA	NA	1995-05-15T00:00:00	15	5	1995	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	36070				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Soriano Tomàs, Ignasi			2023-09-07T09:11:56.097Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
169	3033693061	834f1756-f762-11e1-a439-00145eb45e9a	BCN 36066	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Terra Alta: Caseras. Rambles del riu Algars.	Tarragona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	41.02	0.2	7071	NA	NA	NA	NA	NA	1981-05-16T00:00:00	16	5	1981	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	36066				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Molero Briones, Julià & Rovira López, Anna Maria			2023-09-07T09:11:57.933Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
170	3033692065	834f1756-f762-11e1-a439-00145eb45e9a	BCN 36068	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Erinyà	Lleida	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	42.3	0.88	7071	NA	1100	0	NA	NA	1979-03-31T00:00:00	31	3	1979	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	36068				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Perdigó Arisó, Mª Teresa			2023-09-07T09:11:56.174Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
171	3033691064	834f1756-f762-11e1-a439-00145eb45e9a	BCN 36067	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Port del Comte, sota Anevanet,	Lleida	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	42.35	1.32	3655	NA	1140	0	NA	NA	1980-07-13T00:00:00	13	7	1980	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	36067				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Carreras Raurell, Jordi			2023-09-07T09:11:57.014Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
172	3033690071	834f1756-f762-11e1-a439-00145eb45e9a	BCN 36069	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	València: Camp de Morvedre, Sagunt, Mont Picaio	València	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	39.67	-0.26	7071	NA	350	0	NA	NA	1995-04-02T00:00:00	2	4	1995	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	36069				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Santamaria Cortés, Fermí			2023-09-07T09:11:56.956Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
173	3033689063	834f1756-f762-11e1-a439-00145eb45e9a	BCN 36008	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Montau: pujant des de la Riera de Begues	Barcelona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	41.33	1.88	1988	NA	NA	NA	NA	NA	1981-03-20T00:00:00	20	3	1981	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	36008				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Blanché Vergés, Cèsar			2023-09-07T09:11:56.169Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
174	3033688059	834f1756-f762-11e1-a439-00145eb45e9a	BCN 36065	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Terra Alta: entre Bot i Prat de Compte	Tarragona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	41.03	0.44	7071	NA	NA	NA	NA	NA	1975-05-20T00:00:00	20	5	1975	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	36065				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Boldú Perelló, Abel & Molero Briones, Julià			2023-09-07T09:11:56.138Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
175	3033681004	834f1756-f762-11e1-a439-00145eb45e9a	BCN 14510	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Barranc de la Galera a la Riba (La Galera)	Tarragona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	40.67	0.34	7071	NA	240	0	NA	NA	1994-10-01T00:00:00	1	10	1994	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	14510		Royo Pla, Ferran		CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Royo Pla, Ferran			2023-09-07T09:11:57.855Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
176	3033650798	834f1756-f762-11e1-a439-00145eb45e9a	BCN 95095	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Valladolid: Cogeces de Íscar, tesos frente a El Sombrío, pr. río Cega	Valladolid	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	41.4	-4.52	707	NA	770	0	NA	NA	2003-05-15T00:00:00	15	5	2003	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	95095		Bariego, P. & Santos, M.		CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Bariego, P. & Santos Vicente, María			2023-09-07T09:11:57.489Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
177	3033625081	834f1756-f762-11e1-a439-00145eb45e9a	BCN 36071	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Terra Alta: La Fatarella	Tarragona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	41.12	0.44	7071	NA	400	0	NA	NA	1981-05-29T00:00:00	29	5	1981	7230657	2684451	PRESERVED_SPECIMEN	BCN	Corm	36071				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Molero Briones, Julià & Rovira López, Anna Maria			2023-09-07T09:11:57.983Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
