gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
464	1050589514	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26585-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Entre Urbiola y Olejua	Navarra	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.61	-2.11	NA	NA	602.5	2.5	NA	NA	1988-06-15T00:00:00	15	6	1988	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26585-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:49.212Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
465	1050589505	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26570-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Campezo; Yoar-Costalera	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.65	-2.29	NA	NA	1102.5	2.5	NA	NA	1987-03-08T00:00:00	8	3	1987	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26570-1				CC_BY_NC_4_0		P. URRUTIA & GRUPO COMARCAS			2023-09-07T09:24:50.073Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
466	1050589504	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26561-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Oyón; Labraza	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.57	-2.39	NA	NA	602.5	2.5	NA	NA	1980-01-29T00:00:00	29	1	1980	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26561-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.384Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
467	1050589492	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26565-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Navaridas; El Monte	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.6	-2.64	NA	NA	552.5	2.5	NA	NA	1981-04-08T00:00:00	8	4	1981	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26565-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.370Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
468	1050589491	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26572-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Valdegovía; Angosto	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.84	-3.05	NA	NA	452.5	2.5	NA	NA	1981-05-28T00:00:00	28	5	1981	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26572-1				CC_BY_NC_4_0		G. MORANTE & P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.078Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
469	1050589487	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26559-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Laguardia; Puerto de Herrera	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.59	-2.66	NA	NA	1202.5	2.5	NA	NA	1976-02-15T00:00:00	15	2	1976	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26559-1				CC_BY_NC_4_0		L.A. PEREZ DE HEREDIA & P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.468Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
470	1050589483	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26584-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Naroba	Cantabria	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	43.13	-4.62	NA	NA	402.5	2.5	NA	NA	1984-04-11T00:00:00	11	4	1984	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26584-1				CC_BY_NC_4_0		J.A. ALEJANDRE, G. MORANTE & P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:49.207Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
471	1050589478	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26569-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Valle de Arana; San Vicente de Arana	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.73	-2.35	NA	NA	752.5	2.5	NA	NA	1980-02-25T00:00:00	25	2	1980	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26569-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.345Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
472	1050589475	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26579-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Lana; Ulibarri, Irasabela	Navarra	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.73	-2.23	NA	NA	850	50	NA	NA	1988-07-06T00:00:00	6	7	1988	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26579-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.184Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
473	1050589467	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26564-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Zambran; Ocio	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.68	-2.82	NA	NA	NA	NA	NA	NA	1983-03-06T00:00:00	6	3	1983	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26564-1				CC_BY_NC_4_0		G. MORANTE & E. URRUCHI			2023-09-07T09:24:50.365Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
474	1050589466	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26571-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Baños de Ebro; Baños de Ebro-Las Mugas	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.53	-2.7	NA	NA	502.5	2.5	NA	NA	1981-05-11T00:00:00	11	5	1981	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26571-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.077Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
475	1050589465	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26558-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Lantarón; Sobrón	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.76	-3.11	NA	NA	NA	NA	NA	NA	1977-04-20T00:00:00	20	4	1977	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26558-1				CC_BY_NC_4_0		P. HERAS, P. MARTINEZ DE LAGRAN & P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.480Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
476	1050589463	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26578-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Zambrana; Ocio-Santa Cruz de Fierro	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.66	-2.84	NA	NA	562.5	2.5	NA	NA	1987-02-15T00:00:00	15	2	1987	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26578-1				CC_BY_NC_4_0		P. URRUTIA & GRUPO COMARCAS			2023-09-07T09:24:50.197Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
477	1050589462	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26583-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Condado de Treviño; Trebiño	Burgos	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.77	-2.69	NA	NA	NA	NA	NA	NA	1985-03-15T00:00:00	15	3	1985	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26583-1				CC_BY_NC_4_0		J.A.ALEJANDRE & P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:49.206Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
480	1050589447	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26568-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Lapuebla de Labarca; Lapuebla de Labarca	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.5	-2.58	NA	NA	502.5	2.5	NA	NA	1983-03-05T00:00:00	5	3	1983	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26568-1				CC_BY_NC_4_0		P. HERAS,P.M. URIBE-ECHEBARRIA & P. URRUTIA			2023-09-07T09:24:50.344Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
481	1050589444	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26563-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Valle de Arana; Orbiso: Barranco Istora	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.71	-2.33	NA	NA	702.5	2.5	NA	NA	1983-04-17T00:00:00	17	4	1983	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26563-1				CC_BY_NC_4_0		G. MORANTE			2023-09-07T09:24:50.378Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
483	1050589437	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26582-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Cuartango; Jócano	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.88	-2.92	NA	NA	532.5	2.5	NA	NA	1987-02-01T00:00:00	1	2	1987	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26582-1				CC_BY_NC_4_0		P. URRUTIA & GRUPO COMARCAS			2023-09-07T09:24:49.933Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
484	1050589428	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26554-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Vitoria-Gasteiz; Martioda	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.87	-2.77	NA	NA	552.5	2.5	NA	NA	1981-06-02T00:00:00	2	6	1981	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26554-1				CC_BY_NC_4_0		P. HERAS & P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.500Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
485	1050589422	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26567-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Lantarón; Fontecha	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.74	-3.03	NA	NA	502.5	2.5	NA	NA	1981-08-14T00:00:00	14	8	1981	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26567-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.359Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
486	1050589415	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26556-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Lapuebla de Labarca; Lapuebla de Labarca	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.51	-2.58	NA	NA	552.5	2.5	NA	NA	1981-05-29T00:00:00	29	5	1981	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26556-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.492Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
487	1050589397	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26553-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Gastiain	Navarra	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.73	-2.27	NA	NA	800	100	NA	NA	1981-06-29T00:00:00	29	6	1981	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26553-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.495Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
488	1050589375	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:26552-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Vitoria-Gasteiz; Martioda-S. Arrato	Álava	PRESENT	1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	42.91	-2.77	NA	NA	602.5	2.5	NA	NA	1978-03-14T00:00:00	14	3	1978	7230657	2684451	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	26552-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2023-09-07T09:24:50.507Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
489	1020041968	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	http://specimens.kew.org/herbarium/K000554712	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES			PRESENT	NA	061b4f20-f241-11da-a328-b8a03c50a862	38.7	-0.3	NA	NA	1300	NA	NA	NA	2000-01-07T00:00:00	7	1	2000	7230657	2684451	PRESERVED_SPECIMEN	K	Herbarium	K000554712	4649	Farjon, A.		CC_BY_4_0		Jongkind, C.C.H.			2023-09-27T16:47:27.758Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1100	29682555	834a4794-f762-11e1-a439-00145eb45e9a	F528AFAB-1E63-4262-8941-986C4DE4BB5F	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	rufescens	SUBSPECIES	Juniperus oxycedrus subsp. rufescens (Link) Asch. & Graebn.	Juniperus oxycedrus L. subsp. rufescens	L.	ES	Las Batuecas	Salamanca	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.48	-6.11	7071	NA	NA	NA	NA	NA	1984-08-20T00:00:00	20	8	1984	7638408	2684451	PRESERVED_SPECIMEN	VAL	VAL	2991-1				CC_BY_NC_4_0		J. Güemes & P. García-Fayos			2023-09-07T09:10:08.096Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
262	1842893812	838475f4-f762-11e1-a439-00145eb45e9a	CA49D019-6E9C-4014-9C5C-D9CBC82C6EAC	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	lagunae	VARIETY	Juniperus oxycedrus var. lagunae Pau	Juniperus oxycedrus L. var. laguna Pau	Pau	ES	Llers; Llers	Girona	PRESENT	NA	6f3ccc65-0a54-4e65-ae7e-13b92d618e7c	42.2915	2.9073	2000	NA	NA	NA	NA	NA	1907-03-07T00:00:00	7	3	1907	9491058	2684451	PRESERVED_SPECIMEN	BC	BC-Cadevall	BC-Cadevall-823086				CC_BY_NC_4_0		J. Cadevall			2023-09-07T09:16:18.915Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_NONE
314	910487586	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:56635	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Sierra Magacela	Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	38.9	-5.74	550	NA	NA	NA	NA	NA	2010-04-27T00:00:00	27	4	2010	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	56635		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	J. Blanco;D. García;F. Márquez	NA	NA	2023-09-07T07:15:00.524Z		INSTITUTION_MATCH_NONE
416	910485011	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:53408	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Ribera de Louriana	Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	39.16	-6.57	550	NA	NA	NA	NA	NA	2012-02-26T00:00:00	26	2	2012	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	53408		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	L. Concepción;F.M. Vázquez	NA	NA	2023-09-07T07:15:00.588Z		INSTITUTION_MATCH_NONE
